workerid	Item	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
0	ate the seeds dogs	0.0102040816326531	0.0102040816326531	0.0102040816326531	0.0102040816326531	0.00510204081632653	0.0153061224489796	0.0153061224489796	0.0153061224489796	0.0102040816326531	0.0102040816326531	0.0102040816326531	0.0102040816326531	0.0459183673469388	0.0969387755102041	0.23469387755102	0.489795918367347
0	beeped new cars	0.0236220472440945	0.0078740157480315	0.0078740157480315	0.015748031496063	0.0078740157480315	0.015748031496063	0.015748031496063	0.0078740157480315	0.015748031496063	0.015748031496063	0.015748031496063	0.0078740157480315	0.015748031496063	0.0236220472440945	0.0236220472440945	0.779527559055118
0	blew away napkins	0.0294117647058824	0.0220588235294118	0.0220588235294118	0.0220588235294118	0.0220588235294118	0.0147058823529412	0.0220588235294118	0.0294117647058824	0.0147058823529412	0.0147058823529412	0.00735294117647059	0.0220588235294118	0.0220588235294118	0.0147058823529412	0.00735294117647059	0.713235294117647
0	broke boxes	0.0140350877192982	0.0105263157894737	0.0105263157894737	0.0105263157894737	0.00701754385964912	0.00701754385964912	0.00350877192982456	0.00701754385964912	0.0105263157894737	0.0105263157894737	0.0421052631578947	0.0701754385964912	0.105263157894737	0.154385964912281	0.217543859649123	0.319298245614035
0	burnt rocks	0.00190839694656489	0.00381679389312977	0.00381679389312977	0.00381679389312977	0.00381679389312977	0.00763358778625954	0.0267175572519084	0.0362595419847328	0.049618320610687	0.0725190839694656	0.0916030534351145	0.114503816793893	0.127862595419847	0.139312977099237	0.150763358778626	0.166030534351145
0	decomposed pinecones	0	0.0087719298245614	0.0175438596491228	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.868421052631579
0	dissolved carrots	0.00769230769230769	0.0230769230769231	0.00769230769230769	0.0230769230769231	0.0153846153846154	0.00769230769230769	0.0153846153846154	0.0307692307692308	0.0230769230769231	0.0230769230769231	0.0230769230769231	0.0153846153846154	0.0153846153846154	0.00769230769230769	0.0153846153846154	0.746153846153846
0	exploded eggs	0.0075187969924812	0.0225563909774436	0.0225563909774436	0.0150375939849624	0.0225563909774436	0.0150375939849624	0.0225563909774436	0.0075187969924812	0.0225563909774436	0.0300751879699248	0.0150375939849624	0.0150375939849624	0.0150375939849624	0.0150375939849624	0.0150375939849624	0.736842105263158
0	exploded fireworks	0.00346420323325635	0.0196304849884527	0.0300230946882217	0.0392609699769053	0.046189376443418	0.0542725173210162	0.0612009237875289	0.0681293302540416	0.0727482678983834	0.0796766743648961	0.0854503464203233	0.0866050808314088	0.0877598152424942	0.0877598152424942	0.0900692840646651	0.0877598152424942
0	fell down shelves	0.0390243902439024	0.0617886178861789	0.0796747967479675	0.0764227642276423	0.0878048780487805	0.0813008130081301	0.0715447154471545	0.0617886178861789	0.0520325203252033	0.0536585365853659	0.056910569105691	0.0536585365853659	0.056910569105691	0.056910569105691	0.0552845528455285	0.0552845528455285
0	flashed webcams	0.00255754475703325	0.0051150895140665	0.00767263427109974	0.0051150895140665	0.00767263427109974	0.0127877237851662	0.0230179028132992	0.0358056265984655	0.0485933503836317	0.0690537084398977	0.0818414322250639	0.0971867007672634	0.117647058823529	0.145780051150895	0.163682864450128	0.176470588235294
0	froze bottles of hand soap	0.0260869565217391	0.00869565217391304	0	0.00869565217391304	0.00869565217391304	0.00869565217391304	0.0173913043478261	0.00869565217391304	0.00869565217391304	0.00869565217391304	0	0.0173913043478261	0.00869565217391304	0	0.00869565217391304	0.860869565217391
